tweet_id,airline_sentiment,airline_sentiment_confidence,airline,text,tweet_created,retweet_count,date,hour,sentiment_score,roberta_label,roberta_confidence
570264145116819457,positive,1.0,Virgin America,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,2015-02-24 08:49:01-08:00,0,2015-02-24,8,1,positive,0.9807813167572021
570259420287868928,positive,1.0,Virgin America,@VirginAmerica I love the hipster innovation. You are a feel good brand.,2015-02-24 08:30:15-08:00,0,2015-02-24,8,1,positive,0.9718562364578247
570258822297579520,neutral,1.0,Virgin America,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,2015-02-24 08:27:52-08:00,0,2015-02-24,8,0,neutral,0.8870635032653809
570256553502068736,negative,1.0,Virgin America,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,2015-02-24 08:18:51-08:00,0,2015-02-24,8,-1,negative,0.9321901798248291
570249102404923392,negative,1.0,Virgin America,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,2015-02-24 07:49:15-08:00,0,2015-02-24,7,-1,negative,0.7803321480751038
570239632807370753,negative,1.0,Virgin America,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,2015-02-24 07:11:37-08:00,0,2015-02-24,7,-1,negative,0.9233863949775696
570217831557677057,neutral,0.6854,Virgin America,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,2015-02-24 05:44:59-08:00,0,2015-02-24,5,0,positive,0.4708070755004883
570207886493782019,negative,1.0,Virgin America,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,2015-02-24 05:05:28-08:00,0,2015-02-24,5,-1,negative,0.9131162166595459
570124596180955136,neutral,0.615,Virgin America,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,2015-02-23 23:34:30-08:00,0,2015-02-23,23,0,negative,0.8817141056060791
570114021854212096,negative,1.0,Virgin America,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",2015-02-23 22:52:29-08:00,0,2015-02-23,22,-1,negative,0.5797008275985718
570094701371469825,neutral,1.0,Virgin America,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,2015-02-23 21:35:43-08:00,0,2015-02-23,21,0,neutral,0.9441235065460205
570088404156698625,negative,1.0,Virgin America,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",2015-02-23 21:10:41-08:00,0,2015-02-23,21,-1,negative,0.8792017698287964
570084582780899328,negative,1.0,Virgin America,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",2015-02-23 20:55:30-08:00,0,2015-02-23,20,-1,negative,0.7683590054512024
570076792993611776,positive,1.0,Virgin America,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,2015-02-23 20:24:33-08:00,0,2015-02-23,20,1,positive,0.9823569059371948
570051991277342720,neutral,0.6207,Virgin America,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,2015-02-23 18:46:00-08:00,0,2015-02-23,18,0,positive,0.9381325840950012
570051381534396416,positive,1.0,Virgin America,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,2015-02-23 18:43:35-08:00,0,2015-02-23,18,1,positive,0.989968478679657
570045393565691904,positive,1.0,Virgin America,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",2015-02-23 18:19:47-08:00,0,2015-02-23,18,1,positive,0.9826885461807251
570038941497192448,neutral,0.6791,Virgin America,@VirginAmerica when can I book my flight to Hawaii??,2015-02-23 17:54:09-08:00,0,2015-02-23,17,0,neutral,0.8793957829475403
570035876845084672,negative,1.0,Virgin America,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,2015-02-23 17:41:58-08:00,0,2015-02-23,17,-1,negative,0.8675034046173096
570033593394667521,positive,0.6639,Virgin America,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",2015-02-23 17:32:54-08:00,0,2015-02-23,17,1,neutral,0.7412170767784119
570025482344898560,negative,0.6688,Virgin America,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",2015-02-23 17:00:40-08:00,0,2015-02-23,17,-1,negative,0.4536947011947632
570016304284901379,neutral,1.0,Virgin America,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,2015-02-23 16:24:11-08:00,0,2015-02-23,16,0,positive,0.91169673204422
570015408788414464,neutral,0.6578,Virgin America,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,2015-02-23 16:20:38-08:00,0,2015-02-23,16,0,negative,0.6176400780677795
570013523650048002,neutral,1.0,Virgin America,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,2015-02-23 16:13:09-08:00,0,2015-02-23,16,0,neutral,0.9535082578659058
570012257549070337,positive,1.0,Virgin America,@VirginAmerica I'm #elevategold for a good reason: you rock!!,2015-02-23 16:08:07-08:00,0,2015-02-23,16,1,positive,0.9827342629432678
570011341483843584,neutral,0.6799,Virgin America,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,2015-02-23 16:04:28-08:00,0,2015-02-23,16,0,neutral,0.8465812802314758
570010571707256832,positive,1.0,Virgin America,@VirginAmerica wow this just blew my mind,2015-02-23 16:01:25-08:00,0,2015-02-23,16,1,negative,0.6837573647499084
570010539499393025,neutral,1.0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,2015-02-23 16:01:17-08:00,0,2015-02-23,16,0,positive,0.8032845258712769
570009713447825408,neutral,0.6436,Virgin America,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,2015-02-23 15:58:00-08:00,0,2015-02-23,15,0,positive,0.9335740208625793
570009035455344640,neutral,0.6764,Virgin America,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",2015-02-23 15:55:18-08:00,0,2015-02-23,15,0,neutral,0.7787798643112183
570006886012973056,positive,0.657,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,2015-02-23 15:46:46-08:00,0,2015-02-23,15,1,positive,0.919030487537384
570004391731847169,neutral,1.0,Virgin America,@VirginAmerica wish you flew out of Atlanta... Soon?,2015-02-23 15:36:51-08:00,0,2015-02-23,15,0,neutral,0.689672589302063
570001194900426752,neutral,0.7118,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,2015-02-23 15:24:09-08:00,0,2015-02-23,15,0,positive,0.7168264985084534
570000071644872704,neutral,1.0,Virgin America,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,2015-02-23 15:19:41-08:00,0,2015-02-23,15,0,neutral,0.9543823003768921
569996412286582784,negative,0.6939,Virgin America,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,2015-02-23 15:05:09-08:00,0,2015-02-23,15,-1,positive,0.9402374625205994
569996245462159361,positive,1.0,Virgin America,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,2015-02-23 15:04:29-08:00,0,2015-02-23,15,1,positive,0.6224197745323181
569990222609412097,positive,0.635,Virgin America,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,2015-02-23 14:40:33-08:00,0,2015-02-23,14,1,positive,0.9877467155456543
569990163209850881,neutral,0.7007,Virgin America,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,2015-02-23 14:40:19-08:00,0,2015-02-23,14,0,positive,0.6537715196609497
569989504431316993,neutral,1.0,Virgin America,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,2015-02-23 14:37:42-08:00,0,2015-02-23,14,0,neutral,0.883662760257721
569989321698074624,neutral,1.0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,2015-02-23 14:36:58-08:00,0,2015-02-23,14,0,positive,0.7434478402137756
569989034501500928,negative,1.0,Virgin America,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,2015-02-23 14:35:50-08:00,0,2015-02-23,14,-1,negative,0.8074784874916077
569987622484848640,neutral,0.6858,Virgin America,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",2015-02-23 14:30:13-08:00,0,2015-02-23,14,0,positive,0.9766230583190918
569986782567071744,neutral,1.0,Virgin America,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",2015-02-23 14:26:53-08:00,0,2015-02-23,14,0,neutral,0.71683669090271
569986348041547778,positive,1.0,Virgin America,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,2015-02-23 14:25:09-08:00,0,2015-02-23,14,1,positive,0.9645280838012695
569982307634794497,neutral,0.6814,Virgin America,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,2015-02-23 14:09:06-08:00,0,2015-02-23,14,0,negative,0.6046752333641052
569976620158578688,negative,1.0,Virgin America,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,2015-02-23 13:46:30-08:00,0,2015-02-23,13,-1,negative,0.8250455856323242
569973821396152323,negative,1.0,Virgin America,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",2015-02-23 13:35:23-08:00,0,2015-02-23,13,-1,neutral,0.9049088358879089
569972508499283968,positive,0.6922,Virgin America,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,2015-02-23 13:30:10-08:00,0,2015-02-23,13,1,positive,0.9722041487693787
569967019958730753,negative,1.0,Virgin America,@VirginAmerica everything was fine until you lost my bag,2015-02-23 13:08:21-08:00,0,2015-02-23,13,-1,negative,0.7734702229499817
569961866224652288,neutral,1.0,Virgin America,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,2015-02-23 12:47:52-08:00,0,2015-02-23,12,0,neutral,0.8903946876525879
569949891163615232,neutral,0.6492,Virgin America,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,2015-02-23 12:00:17-08:00,0,2015-02-23,12,0,neutral,0.9119947552680969
569948966873370625,neutral,1.0,Virgin America,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",2015-02-23 11:56:37-08:00,0,2015-02-23,11,0,neutral,0.7809821367263794
569946362126602240,negative,1.0,Virgin America,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,2015-02-23 11:46:16-08:00,0,2015-02-23,11,-1,negative,0.8143323659896851
569942903683813376,positive,1.0,Virgin America,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",2015-02-23 11:32:31-08:00,0,2015-02-23,11,1,positive,0.9598566889762878
569941957490774016,positive,1.0,Virgin America,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,2015-02-23 11:28:46-08:00,0,2015-02-23,11,1,positive,0.8674662709236145
569940834994401280,neutral,1.0,Virgin America,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",2015-02-23 11:24:18-08:00,0,2015-02-23,11,0,positive,0.9376247525215149
569940323746516993,neutral,1.0,Virgin America,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,2015-02-23 11:22:16-08:00,0,2015-02-23,11,0,neutral,0.7337712049484253
569935232033366017,negative,1.0,Virgin America,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,2015-02-23 11:02:02-08:00,0,2015-02-23,11,-1,negative,0.7858486175537109
569934395865493504,neutral,1.0,Virgin America,@VirginAmerica what happened to Doom?!,2015-02-23 10:58:43-08:00,0,2015-02-23,10,0,negative,0.7884790897369385
569933816963342337,negative,1.0,Virgin America,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,2015-02-23 10:56:25-08:00,0,2015-02-23,10,-1,negative,0.7647804021835327
569933777931145216,positive,1.0,Virgin America,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,2015-02-23 10:56:16-08:00,0,2015-02-23,10,1,positive,0.8628626465797424
569933405506310144,negative,0.6792,Virgin America,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,2015-02-23 10:54:47-08:00,0,2015-02-23,10,-1,positive,0.43954193592071533
569933360564342784,negative,1.0,Virgin America,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,2015-02-23 10:54:36-08:00,0,2015-02-23,10,-1,negative,0.9292842745780945
569929243146088448,negative,1.0,Virgin America,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,2015-02-23 10:38:14-08:00,0,2015-02-23,10,-1,negative,0.9349480271339417
569926998824394752,negative,1.0,Virgin America,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,2015-02-23 10:29:19-08:00,0,2015-02-23,10,-1,negative,0.7066449522972107
569923394990419968,neutral,0.6705,Virgin America,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,2015-02-23 10:15:00-08:00,0,2015-02-23,10,0,negative,0.7309322357177734
569922008588222465,neutral,1.0,Virgin America,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,2015-02-23 10:09:30-08:00,0,2015-02-23,10,0,neutral,0.856917142868042
569920824905306113,neutral,0.6545,Virgin America,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,2015-02-23 10:04:47-08:00,0,2015-02-23,10,0,negative,0.5650490522384644
569919041244147712,negative,1.0,Virgin America,@VirginAmerica Why is the site down?  When will it be back up?,2015-02-23 09:57:42-08:00,0,2015-02-23,9,-1,negative,0.7383806705474854
569915941192015872,neutral,1.0,Virgin America,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",2015-02-23 09:45:23-08:00,0,2015-02-23,9,0,neutral,0.7092092037200928
569913339427434496,neutral,0.6639,Virgin America,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2015-02-23 09:35:03-08:00,0,2015-02-23,9,0,negative,0.5085209012031555
569911816937033728,negative,1.0,Virgin America,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,2015-02-23 09:29:00-08:00,0,2015-02-23,9,-1,negative,0.4674641788005829
569911674158731264,negative,1.0,Virgin America,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",2015-02-23 09:28:26-08:00,0,2015-02-23,9,-1,negative,0.9151965379714966
569911218942517248,neutral,0.6765,Virgin America,@VirginAmerica why is flight 345 redirected?,2015-02-23 09:26:37-08:00,0,2015-02-23,9,0,negative,0.6762632727622986
569910981868060673,negative,1.0,Virgin America,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",2015-02-23 09:25:41-08:00,0,2015-02-23,9,-1,negative,0.9379978775978088
569909224521641984,negative,1.0,Virgin America,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,2015-02-23 09:18:42-08:00,0,2015-02-23,9,-1,negative,0.8514251112937927
569907336485019648,negative,1.0,Virgin America,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,2015-02-23 09:11:12-08:00,0,2015-02-23,9,-1,negative,0.8046324849128723
569896805611089920,negative,1.0,Virgin America,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,2015-02-23 08:29:21-08:00,0,2015-02-23,8,-1,negative,0.7112584710121155
569894449620369408,negative,1.0,Virgin America,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,2015-02-23 08:19:59-08:00,0,2015-02-23,8,-1,negative,0.9356057047843933
569894407001939968,neutral,1.0,Virgin America,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,2015-02-23 08:19:49-08:00,0,2015-02-23,8,0,neutral,0.735291063785553
569892199690678272,negative,1.0,Virgin America,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,2015-02-23 08:11:03-08:00,0,2015-02-23,8,-1,negative,0.9224931001663208
569891469210755074,neutral,1.0,Virgin America,@VirginAmerica check out new music http://t.co/maRcnOCWzn,2015-02-23 08:08:08-08:00,0,2015-02-23,8,0,neutral,0.7164033651351929
569891436100874241,negative,0.6925,Virgin America,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,2015-02-23 08:08:01-08:00,0,2015-02-23,8,-1,negative,0.6386257410049438
569887310713479168,negative,1.0,Virgin America,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,2015-02-23 07:51:37-08:00,0,2015-02-23,7,-1,negative,0.9181543588638306
569887049446076416,positive,1.0,Virgin America,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",2015-02-23 07:50:35-08:00,0,2015-02-23,7,1,positive,0.9877897500991821
569884551712886785,negative,1.0,Virgin America,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,2015-02-23 07:40:39-08:00,0,2015-02-23,7,-1,positive,0.4101768136024475
569884407852437504,negative,1.0,Virgin America,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,2015-02-23 07:40:05-08:00,0,2015-02-23,7,-1,negative,0.9036915302276611
569881548515708928,neutral,0.6593,Virgin America,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,2015-02-23 07:28:43-08:00,0,2015-02-23,7,0,neutral,0.7592154145240784
569873669700358144,positive,0.6823,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",2015-02-23 06:57:25-08:00,0,2015-02-23,6,1,positive,0.9607558250427246
569873668131717120,neutral,1.0,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",2015-02-23 06:57:24-08:00,0,2015-02-23,6,0,positive,0.9635249376296997
569873665640292353,positive,0.6806,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",2015-02-23 06:57:24-08:00,0,2015-02-23,6,1,positive,0.9620811939239502
569873664612704256,neutral,0.6529,Virgin America,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",2015-02-23 06:57:24-08:00,0,2015-02-23,6,0,positive,0.9632896184921265
569872058613673984,positive,0.6779999999999999,Virgin America,@VirginAmerica Have a great week 🌞✈,2015-02-23 06:51:01-08:00,0,2015-02-23,6,1,positive,0.9814992547035217
569861209781989377,positive,0.3482,Virgin America,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,2015-02-23 06:07:54-08:00,0,2015-02-23,6,1,negative,0.5102686285972595
569847920192655361,negative,1.0,Virgin America,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",2015-02-23 05:15:06-08:00,0,2015-02-23,5,-1,negative,0.7763580083847046
569814339785338880,positive,1.0,Virgin America,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",2015-02-23 03:01:39-08:00,0,2015-02-23,3,1,positive,0.9646843075752258
569777607371128834,positive,1.0,Virgin America,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,2015-02-23 00:35:42-08:00,0,2015-02-23,0,1,positive,0.9847169518470764
569774078233419776,positive,1.0,Virgin America,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,2015-02-23 00:21:40-08:00,0,2015-02-23,0,1,positive,0.7221739292144775
569770363623575552,positive,1.0,Virgin America,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",2015-02-23 00:06:55-08:00,0,2015-02-23,0,1,positive,0.9639726877212524
569748316776325120,negative,0.6832,Virgin America,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,2015-02-22 22:39:18-08:00,0,2015-02-22,22,-1,negative,0.7388457655906677
569741221783957504,negative,1.0,Virgin America,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",2015-02-22 22:11:07-08:00,0,2015-02-22,22,-1,negative,0.8920284509658813
569737603617943552,negative,1.0,Virgin America,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,2015-02-22 21:56:44-08:00,0,2015-02-22,21,-1,negative,0.7675958871841431
569714127792254976,positive,1.0,Virgin America,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,2015-02-22 20:23:27-08:00,0,2015-02-22,20,1,positive,0.9598618745803833
569675144353828864,positive,1.0,Virgin America,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,2015-02-22 17:48:33-08:00,0,2015-02-22,17,1,positive,0.987438976764679
569674358135914496,neutral,1.0,Virgin America,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",2015-02-22 17:45:25-08:00,0,2015-02-22,17,0,neutral,0.9022501111030579
569666477265018881,negative,0.6703,Virgin America,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,2015-02-22 17:14:06-08:00,0,2015-02-22,17,-1,negative,0.6956974864006042
569652497947734017,positive,1.0,Virgin America,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,2015-02-22 16:18:33-08:00,0,2015-02-22,16,1,positive,0.9886381030082703
569649116487290880,neutral,1.0,Virgin America,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,2015-02-22 16:05:07-08:00,0,2015-02-22,16,0,neutral,0.9024977087974548
